(time-1423531206)/3600.	SUM(QUEUED)	SUM(RUNNING)	SUM(DONE)
43.8333333333333	4989	6058	102851
43.9166666666667	4919	6007	102972
44	4825	5987	103086
44.0833333333333	4745	5926	103227
44.1666666666667	4642	5854	103402
44.25	4513	5813	103572
44.3333333333333	4382	5792	103724
44.4166666666667	4264	5791	103843
44.5	4173	5754	103971
44.5833333333333	4080	5706	104112
44.6666666666667	3965	5639	104294
44.75	3810	5642	104446
44.8333333333333	3684	5615	104599
44.9166666666667	3552	5590	104756
45	3417	5572	104909
45.0833333333333	3280	5552	105066
45.1666666666667	3145	5523	105230
45.25	3007	5544	105347
45.3333333333333	2913	5516	105469
45.4166666666667	2814	5475	105609
45.5	2689	5458	105751
45.5833333333333	2562	5431	105905
45.6666666666667	2414	5427	106057
45.75	2281	5440	106177
45.8333333333333	2176	5401	106321
45.9166666666667	2046	5358	106494
46	2004	5236	106658
46.0833333333333	1975	5092	106831
46.1666666666667	1954	4962	106982
46.25	1918	4891	107089
46.3333333333333	1895	4844	107159
46.4166666666667	1869	4808	107221
46.5	1836	4797	107265
46.5833333333333	1802	4808	107288
46.6666666666667	1786	4793	107319
46.75	1767	4791	107340
46.8333333333333	1750	4767	107381
46.9166666666667	1719	4760	107419
47	1688	4753	107457
47.0833333333333	1657	4746	107495
47.1666666666667	1629	4736	107533
47.25	1598	4726	107574
47.3333333333333	1567	4705	107626
47.4166666666667	1524	4719	107655
47.5	1500	4667	107731
47.5833333333333	1436	4687	107775
47.6666666666667	1401	4681	107816
47.75	1366	4685	107847
47.8333333333333	1338	4689	107871
47.9166666666667	1323	4678	107897
48	1307	4669	107922
48.0833333333333	1285	4667	107946
48.1666666666667	1271	4644	107983
48.25	1244	4624	108030
48.3333333333333	1209	4622	108067
48.4166666666667	1183	4610	108105
48.5	1152	4601	108145
48.5833333333333	1117	4599	108182
48.6666666666667	1088	4588	108222
48.75	1054	4597	108247
48.8333333333333	1036	4592	108270
48.9166666666667	1018	4585	108295
49	999	4570	108329
49.0833333333333	968	4561	108369
49.1666666666667	936	4551	108411
49.25	896	4551	108451
49.3333333333333	859	4544	108495
49.4166666666667	821	4540	108537
49.5	782	4541	108575
49.5833333333333	749	4523	108626
49.6666666666667	707	4486	108705
49.75	631	4487	108780
49.8333333333333	565	4479	108854
49.9166666666667	499	4474	108925
50	432	4502	108964
50.0833333333333	402	4495	109001
50.1666666666667	376	4499	109023
50.25	363	4480	109055
50.3333333333333	342	4470	109086
50.4166666666667	314	4450	109134
50.5	271	4441	109186
50.5833333333333	224	4436	109238
50.6666666666667	178	4451	109269
